assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,None,None,0,204580,3,,0,0,0,0,0.0,421,175,None,,0,3,0.4,None,0,Vitaly,0.0,0,0,0.0,423,175,84,False,0.0,423,175,0,,None,50,0,0,None,0,,204580.jpg,0.0,0,0,Janelt,0.1,False,None,a,3,94,0.0,418,175,0,0,0,0,0,0.0,0.0,Janelt,0
0,0,0,None,None,0,205836,None,,0,0,0,0,0.0,439,186,4,,0,3,0.8,None,0,Saman,0.0,0,0,0.0,440,186,85,False,0.0,440,186,0,,None,55,0,0,None,0,,205836.jpg,0.0,0,0,Ghoddos,0.1,False,None,a,3,94,0.0,438,186,0,0,0,0,0,0.0,0.0,Ghoddos,0
0,0,0,None,None,0,207283,1,,0,0,0,0,0.0,422,176,1,,0,3,0.4,None,0,Mathias,0.0,0,0,0.0,424,176,86,False,0.0,424,176,0,,None,50,0,0,None,0,,207283.jpg,0.0,0,0,Jensen,0.3,False,None,a,3,94,0.0,419,176,0,0,0,0,0,0.0,0.0,Jensen,0
0,0,0,None,None,0,213687,None,,0,0,0,0,0.0,339,125,None,,0,2,0.0,None,0,Charlie,0.0,0,0,0.0,360,124,87,False,0.0,360,124,0,,None,40,0,0,None,0,,213687.jpg,0.0,0,0,Goode,2.2,False,None,a,3,94,0.0,332,122,0,0,0,0,0,0.0,0.0,Goode,0
0,0,0,None,None,0,216620,None,,0,0,0,0,0.0,441,52,None,,0,4,0.5,None,0,Marcus,0.0,0,0,0.0,442,52,88,False,0.0,442,52,0,,None,55,0,0,None,0,,216620.jpg,0.0,0,0,Forss,0.2,False,None,a,3,94,0.0,440,52,0,0,0,0,0,0.0,0.0,Forss,0
0,0,0,None,None,0,226956,None,,0,0,0,0,0.0,385,145,None,,0,2,0.7,None,0,Mads,0.0,0,0,0.0,394,145,89,False,0.0,394,145,0,,None,45,0,0,None,0,,226956.jpg,0.0,0,0,Roerslev Rasmussen,0.3,False,None,a,3,94,0.0,381,144,0,0,0,0,0,0.0,0.0,Roerslev,0
0,0,0,None,None,0,228044,None,,0,0,0,0,0.0,386,146,None,,0,2,0.7,None,0,Mads,0.0,0,0,0.0,395,146,90,False,0.0,395,146,0,,None,45,0,0,None,0,,228044.jpg,0.0,0,0,Bech Sørensen,0.2,False,None,a,3,94,0.0,382,145,0,0,0,0,0,0.0,0.0,Sørensen,0
0,0,0,None,None,0,231065,None,,0,0,0,0,0.0,387,147,None,,0,2,0.7,None,0,Ethan,0.0,0,0,0.0,396,147,91,False,0.0,396,147,0,,None,45,0,0,None,0,,231065.jpg,0.0,0,0,Pinnock,0.5,False,None,a,3,94,0.0,383,146,0,0,0,0,0,0.0,0.0,Pinnock,0
0,0,0,None,None,0,235448,None,,0,0,0,0,0.0,342,18,None,,0,1,0.0,None,0,Ellery,0.0,0,0,0.0,363,39,92,False,0.0,363,39,0,,None,40,0,0,None,0,,235448.jpg,0.0,0,0,Balcombe,1.3,False,None,a,3,94,0.0,336,14,0,0,0,0,0,0.0,0.0,Balcombe,0
0,0,0,None,None,0,420922,None,,0,0,0,0,0.0,396,163,None,,0,3,0.0,None,0,Jan,0.0,0,0,0.0,405,163,93,False,0.0,405,163,0,,None,45,0,0,None,0,,420922.jpg,0.0,0,0,Zamburek,1.2,False,None,a,3,94,0.0,392,163,0,0,0,0,0,0.0,0.0,Zamburek,0
0,0,0,None,None,0,434024,None,,0,0,0,0,0.0,343,19,None,,0,1,0.0,None,0,Patrik,0.0,0,0,0.0,364,40,94,False,0.0,364,40,0,,None,40,0,0,None,0,,434024.jpg,0.0,0,0,Gunnarsson,0.7,False,None,a,3,94,0.0,337,15,0,0,0,0,0,0.0,0.0,Gunnarsson,0
0,0,0,None,None,0,434662,None,,0,0,0,0,0.0,443,54,None,,0,4,0.5,None,0,Halil,0.0,0,0,0.0,444,54,95,False,0.0,444,54,0,,None,55,0,0,None,0,,434662.jpg,0.0,0,0,Dervişoğlu,0.1,False,None,a,3,94,0.0,442,54,0,0,0,0,0,0.0,0.0,Dervişoğlu,0
0,0,0,None,None,0,446008,2,,0,0,0,0,0.0,444,188,3,,0,3,0.8,None,0,Bryan,0.0,0,0,0.0,445,188,96,False,0.0,445,188,0,,None,55,0,0,None,0,,446008.jpg,0.0,0,0,Mbeumo,1.7,False,None,a,3,94,0.0,443,188,0,0,0,0,0,0.0,0.0,Mbeumo,0
0,0,0,None,None,0,481405,None,,0,0,0,0,0.0,399,164,None,,0,3,0.0,None,0,Mads,0.0,0,0,0.0,408,164,97,False,0.0,408,164,0,,None,45,0,0,None,0,,481405.jpg,0.0,0,0,Bidstrup,0.1,False,None,a,3,94,0.0,395,164,0,0,0,0,0,0.0,0.0,Bidstrup,0
1,2,265,None,None,5,39155,5,,0,0,0,0,355.7,93,61,None,,0,3,2.3,None,0,Adam,0.0,18,1,91.0,145,80,53,False,255.2,220,97,1584,,None,55,0,0,None,0,,39155.jpg,1.9,0,0,Lallana,0.3,False,None,a,4,36,302.0,113,66,58,0,0,0,0,0.0,10.5,Lallana,0
0,0,0,None,None,0,49262,None,,0,0,0,0,0.0,330,12,None,,0,1,1.5,None,0,Jason,0.0,0,0,0.0,353,35,54,False,0.0,353,35,0,,None,40,0,0,None,0,,49262.jpg,0.0,0,0,Steele,1.9,False,None,a,4,36,0.0,323,8,0,0,0,0,0,0.0,0.0,Steele,0
8,11,525,None,None,10,60307,1,,0,0,0,0,1087.8,6,4,1,,0,3,2.6,None,0,Pascal,0.0,28,3,212.3,26,17,55,False,620.4,59,20,2479,,None,60,0,1,1,0,,60307.jpg,3.4,0,0,Groß,0.6,False,None,a,4,36,415.0,81,47,116,0,0,0,0,0.0,19.3,Groß,3
0,0,0,None,None,0,61933,None,,0,0,0,0,0.0,332,122,None,,0,2,1.5,None,0,Shane,0.0,0,0,0.0,354,121,56,False,0.0,354,121,0,,None,40,0,0,None,0,,61933.jpg,0.0,0,0,Duffy,2.3,False,None,a,4,36,0.0,325,119,0,0,0,0,0,0.0,0.0,Duffy,0
0,0,38,0,None,0,66242,None,,0,0,0,0,5.1,320,155,None,,0,3,0.0,None,0,Davy,0.0,2,0,8.2,326,148,57,False,24.0,338,153,209,Transferred to PSV Eindhoven,2021-06-25T10:07:47.190365Z,45,0,0,None,0,,66242.jpg,1.3,0,0,Pröpper,0.2,False,None,u,4,36,52.0,272,139,9,0,0,0,0,0.0,2.0,Pröpper,0
0,1,330,None,None,6,78916,None,,0,0,0,0,183.1,166,35,None,,0,2,2.2,None,0,Dan,0.0,28,1,78.2,175,49,58,False,389.0,163,60,2057,,None,45,1,0,None,0,,78916.jpg,2.4,0,0,Burn,0.4,False,None,a,4,36,214.0,153,32,64,0,0,0,0,0.0,14.2,Burn,5
0,17,626,None,None,11,83299,None,,0,0,0,0,136.7,189,44,3,,0,2,2.7,None,0,Lewis,0.0,40,5,130.2,81,14,59,False,720.4,38,8,2932,,None,50,1,0,None,0,,83299.jpg,3.9,2,0,Dunk,6.8,False,None,a,4,36,443.0,75,2,130,0,0,0,0,0.0,26.0,Dunk,5
2,6,283,None,None,7,109345,None,,0,0,0,0,414.3,70,50,None,,0,3,2.3,None,0,Solomon,0.0,25,2,110.5,107,62,60,False,368.6,173,70,1670,,None,55,0,0,None,0,,109345.jpg,3.3,0,0,March,0.2,False,None,a,4,36,322.0,106,62,69,0,0,0,0,0.0,12.5,March,0
0,0,470,None,None,9,110735,None,,0,0,0,0,96.6,225,59,None,,0,2,2.2,None,0,Adam,0.0,35,1,84.6,163,39,61,False,505.4,111,39,2594,,None,45,0,0,None,0,,110735.jpg,2.9,0,0,Webster,0.4,False,None,a,4,36,244.0,136,21,85,0,0,0,0,0.0,18.9,Webster,4
1,10,432,None,None,9,111478,None,,0,0,0,0,366.0,88,18,None,,0,2,2.2,None,0,Joël,0.0,27,1,102.1,124,26,62,False,484.4,128,49,2280,,None,45,0,0,None,0,,111478.jpg,3.4,0,0,Veltman,1.5,False,None,a,4,36,169.0,175,43,96,0,0,0,0,0.0,21.3,Veltman,3
2,12,334,None,None,10,115382,None,,0,0,0,0,443.2,65,7,None,,0,4,2.5,None,0,Neal,0.0,34,8,198.5,35,11,63,False,442.2,147,20,2508,,None,65,0,1,3,0,,115382.jpg,3.2,1,0,Maupay,2.1,False,None,a,4,36,1103.0,15,10,105,0,0,0,0,0.0,16.2,Maupay,1
6,15,406,None,None,12,116216,3,,0,0,0,0,725.1,23,19,2,,0,3,2.7,None,0,Leandro,0.0,30,5,202.8,32,20,64,False,543.4,91,33,2602,,None,65,0,0,None,0,,116216.jpg,3.8,0,0,Trossard,2.2,False,None,a,4,36,759.0,39,20,132,0,0,0,0,0.0,20.3,Trossard,2
0,0,216,None,None,3,131897,None,,0,0,0,0,10.7,308,3,None,,0,1,2.3,None,0,Mathew,0.0,21,0,20.6,302,20,65,False,193.6,242,20,1260,,None,45,0,0,None,0,,131897.jpg,2.6,0,24,Ryan,1.3,False,None,a,4,36,2.0,315,3,37,0,0,0,0,0.0,8.2,Ryan,1
1,0,102,None,None,1,165210,None,,0,0,0,0,162.8,174,106,None,,0,3,2.3,None,0,Alireza,0.0,9,0,45.5,247,117,66,False,73.2,312,138,520,,None,55,0,0,None,0,,165210.jpg,1.1,0,0,Jahanbakhsh,0.1,False,None,a,4,36,221.0,149,86,24,0,0,0,0,0.0,4.4,Jahanbakhsh,3
0,5,571,None,None,12,198869,None,,0,0,0,0,152.5,180,41,None,,0,2,2.2,None,0,Ben,0.0,44,0,79.7,170,45,67,False,488.6,125,47,3192,,None,45,0,0,None,0,,198869.jpg,2.9,1,0,White,10.9,False,None,a,4,36,153.0,190,50,104,0,0,0,0,0.0,23.1,White,3
0,0,0,None,None,0,209362,None,,0,0,0,0,0.0,338,124,None,,0,2,1.5,None,0,Bernardo,0.0,0,0,0.0,359,123,68,False,0.0,359,123,0,,None,40,0,0,None,0,,209362.jpg,0.0,0,0,Fernandes Da Silva Junior,0.8,False,None,a,4,36,0.0,331,121,0,0,0,0,0,0.0,0.0,Bernardo,0
0,8,514,None,None,10,215059,None,,0,0,0,0,10.0,311,6,None,,0,1,2.3,None,0,Robert,0.0,27,0,55.8,218,15,69,False,542.2,92,15,2430,,None,45,0,0,None,0,,215059.jpg,3.7,0,66,Sánchez,29.6,False,None,a,4,36,4.0,313,2,101,0,0,0,0,0.0,22.4,Sánchez,2
0,2,487,None,None,11,227127,None,,0,0,0,0,295.5,116,74,None,,0,3,1.5,None,0,Yves,0.0,42,1,101.1,128,73,70,False,523.6,102,39,3112,,None,45,0,0,None,0,,227127.jpg,2.1,1,0,Bissouma,19.3,False,None,a,4,36,196.0,161,89,77,0,0,0,0,0.0,17.1,Bissouma,8
3,2,156,None,None,2,232792,None,,0,0,0,0,162.9,173,39,None,,0,2,2.2,None,0,Tariq,0.0,15,1,46.7,242,76,71,False,147.8,274,101,887,,None,45,0,0,None,0,,232792.jpg,3.2,1,0,Lamptey,20.3,False,None,a,4,36,156.0,185,49,35,0,0,0,0,0.0,7.8,Lamptey,2
1,2,95,None,None,1,233425,None,,0,0,0,0,74.1,253,38,None,,0,4,2.0,None,0,Aaron,0.0,17,2,48.2,239,34,72,False,104.2,295,36,783,,None,55,0,0,None,0,,233425.jpg,2.2,0,0,Connolly,0.2,False,None,a,4,36,307.0,110,33,38,0,0,0,0,0.0,6.9,Connolly,0
0,3,141,None,None,5,235382,None,,0,0,0,0,154.9,178,109,None,,0,3,1.9,None,0,Steven,0.0,17,1,37.6,271,124,73,False,132.2,280,123,892,,None,50,0,0,None,0,,235382.jpg,2.3,0,0,Alzate,0.1,False,None,a,4,36,88.0,238,125,35,0,0,0,0,0.0,7.0,Alzate,2
1,3,148,None,None,5,243016,4,,0,0,0,0,210.6,154,99,4,,0,3,2.3,None,0,Alexis,0.0,14,1,61.5,213,101,74,False,170.6,259,115,1108,,None,55,0,0,None,0,,243016.jpg,2.3,0,0,Mac Allister,0.1,False,None,a,4,36,235.0,141,82,48,0,0,0,0,0.0,8.7,Mac Allister,1
0,0,59,None,None,2,243505,None,,0,0,0,0,62.2,261,141,None,,0,3,1.5,None,0,Jakub,0.0,10,0,28.8,289,137,75,False,63.8,318,142,643,,None,45,0,0,None,0,,243505.jpg,1.8,0,0,Moder,1.1,False,None,a,4,36,162.0,181,98,21,0,0,0,0,0.0,4.7,Moder,0
4,15,286,None,None,6,50175,None,,0,0,0,0,269.7,127,20,None,,0,4,2.2,None,0,Danny,0.0,18,6,117.7,95,24,447,False,319.8,193,24,1541,,None,60,0,1,None,0,,50175.jpg,3.7,0,0,Welbeck,0.8,False,None,a,4,36,595.0,54,24,89,0,0,0,0,0.0,14.8,Welbeck,0
0,9,534,None,None,11,17761,None,,0,0,0,0,148.0,182,42,None,,0,2,1.7,None,0,James,0.0,50,1,127.7,84,15,98,False,773.4,24,6,3240,,None,50,0,0,None,0,,17761.jpg,3.0,0,0,Tarkowski,1.4,False,None,a,5,90,350.0,98,9,109,0,0,0,0,0.0,21.8,Tarkowski,6
0,0,28,None,None,0,17997,None,,0,0,0,0,12.9,302,109,None,,0,2,0.5,None,0,Phil,0.0,8,0,5.9,335,118,99,False,39.4,328,117,273,,None,40,0,0,None,0,,17997.jpg,0.5,0,0,Bardsley,0.9,False,None,a,5,90,6.0,311,115,2,0,0,0,0,0.0,0.5,Bardsley,2
3,5,203,None,None,3,39487,5,,0,0,0,0,77.0,248,73,None,,0,2,1.2,None,0,Erik,0.0,19,0,34.0,278,94,100,False,199.4,240,86,1260,,None,45,1,0,None,0,,39487.jpg,2.5,0,0,Pieters,0.3,False,None,a,5,90,63.0,264,87,50,0,0,0,0,0.0,11.1,Pieters,1
0,0,154,None,None,4,40145,None,,0,0,0,0,126.2,197,122,None,,0,3,0.5,None,0,Jack,0.0,24,0,34.9,274,127,101,False,140.0,278,122,1350,,None,45,0,0,None,0,,40145.jpg,2.1,0,0,Cork,0.1,False,None,a,5,90,82.0,244,127,33,0,0,0,0,0.0,7.3,Cork,2
0,0,33,None,None,0,40845,None,,0,0,0,0,8.3,315,152,None,,0,3,0.5,None,0,Dale,0.0,4,0,8.0,328,149,102,False,31.0,334,151,257,,None,45,0,0,None,0,,40845.jpg,1.1,0,0,Stephens,0.1,False,None,a,5,90,41.0,280,141,8,0,0,0,0,0.0,1.8,Stephens,1
0,1,85,None,None,1,41674,None,,0,0,0,0,12.0,304,110,None,,0,2,0.5,None,0,Kevin,0.0,13,0,14.0,314,111,103,False,102.6,297,107,636,,None,40,0,0,None,0,,41674.jpg,1.8,0,0,Long,1.1,False,None,a,5,90,25.0,293,109,14,0,0,0,0,0.0,3.5,Long,2
3,2,125,None,None,4,44683,None,,0,0,0,0,97.4,222,33,None,,0,4,1.0,None,0,Jay,0.0,25,1,68.9,198,31,104,False,149.8,273,33,1248,,None,55,0,0,3,0,,44683.jpg,1.7,0,0,Rodriguez,0.5,False,None,a,5,90,449.0,73,30,54,0,0,0,0,0.0,9.8,Rodriguez,3
0,7,107,None,None,6,44699,None,,0,0,0,0,243.6,140,23,None,,0,4,1.0,None,0,Ashley,0.0,19,3,93.8,140,28,105,False,153.8,271,32,1324,,None,55,0,0,2,0,,44699.jpg,2.4,0,0,Barnes,1.6,False,None,a,5,90,548.0,55,25,52,0,0,0,0,0.0,9.5,Barnes,4
0,7,500,None,None,10,51927,None,,0,0,0,0,71.6,255,78,None,,0,2,1.7,None,0,Ben,0.0,41,2,107.9,111,20,106,False,691.0,49,14,2693,,None,50,0,0,None,0,,51927.jpg,3.4,0,0,Mee,0.9,False,None,a,5,90,312.0,109,14,102,0,0,0,0,0.0,20.4,Mee,3
4,5,585,None,None,11,60551,1,,0,0,0,0,843.2,14,10,None,,0,3,1.3,None,0,Ashley,0.0,55,3,156.1,60,34,107,False,559.2,85,30,3410,,None,55,0,0,None,0,,60551.jpg,2.9,0,0,Westwood,0.7,False,None,a,5,90,156.0,186,99,112,0,0,0,0,0.0,20.4,Westwood,7
0,3,175,None,None,3,60586,3,,0,0,0,0,160.8,176,107,3,,0,3,1.3,None,0,Johann Berg,0.0,24,2,52.3,233,112,108,False,193.6,243,108,1358,,None,55,0,0,None,0,,60586.jpg,2.3,0,0,Gudmundsson,0.1,False,None,a,5,90,170.0,173,94,50,0,0,0,0,0.0,9.1,Gudmundsson,2
3,16,395,None,None,9,60689,None,,0,0,0,0,323.2,103,16,None,,0,4,1.6,None,0,Chris,0.0,43,12,204.0,30,9,109,False,595.8,65,9,2741,,None,70,0,0,1,0,,60689.jpg,4.2,0,0,Wood,3.1,False,None,a,5,90,1129.0,13,9,138,0,0,0,0,0.0,19.7,Wood,0
1,6,545,None,None,10,68983,None,,0,0,0,0,380.8,83,17,None,,0,2,1.2,None,0,Matthew,0.0,47,1,105.8,117,24,110,False,551.2,88,31,3060,,None,45,0,0,None,0,,68983.jpg,3.0,0,0,Lowton,3.9,False,None,a,5,90,125.0,206,58,103,0,0,0,0,0.0,22.9,Lowton,5
2,2,194,None,None,3,81183,None,,0,0,0,0,194.0,162,28,None,,0,4,1.0,None,0,Matej,0.0,24,3,87.3,155,29,111,False,197.4,241,29,1359,,None,55,0,0,None,0,,81183.jpg,2.2,0,0,Vydra,1.0,False,None,a,5,90,491.0,63,27,62,0,0,0,0,0.0,11.3,Vydra,0
0,20,652,None,None,11,98747,None,,0,0,0,0,20.0,294,1,None,,0,1,2.8,None,0,Nick,0.0,37,0,86.8,157,3,112,False,846.6,11,4,2880,,None,55,0,0,None,0,,98747.jpg,4.5,0,114,Pope,6.8,False,None,a,5,90,2.0,318,5,144,0,0,0,0,0.0,26.2,Pope,1
2,5,451,None,None,8,103914,None,,0,0,0,0,248.5,137,28,None,,0,2,1.2,None,0,Charlie,0.0,42,0,79.5,171,46,113,False,494.4,120,45,2425,,None,45,0,0,None,0,,103914.jpg,2.9,0,0,Taylor,1.6,False,None,a,5,90,52.0,273,94,83,0,0,0,0,0.0,18.4,Taylor,1
0,0,20,None,None,0,168399,None,,0,0,0,0,10.0,310,5,None,,0,1,1.3,None,0,Will,0.0,4,0,2.6,342,28,114,False,15.2,344,31,180,,None,45,0,0,None,0,,168399.jpg,1.5,0,2,Norris,0.2,False,None,a,5,90,0.0,367,31,3,0,0,0,0,0.0,0.7,Norris,0
1,0,359,None,None,10,172782,None,,0,0,0,0,309.1,108,70,1,,0,3,0.5,None,0,Josh,0.0,42,0,104.5,119,68,115,False,350.4,183,76,2812,,None,45,0,0,None,0,,172782.jpg,2.2,0,0,Brownhill,1.4,False,None,a,5,90,384.0,89,51,74,0,0,0,0,0.0,16.4,Brownhill,2
0,0,27,None,None,1,217401,None,,0,0,0,0,7.9,317,153,5,,0,3,0.5,None,0,Josh,0.0,7,0,3.7,339,154,116,False,16.0,343,155,260,,None,45,0,0,None,0,,217401.jpg,1.7,0,0,Benson,0.1,False,None,a,5,90,13.0,305,148,10,0,0,0,0,0.0,2.2,Benson,0
0,0,49,None,None,0,220037,None,,0,0,0,0,0.0,384,36,None,,0,1,1.3,None,0,Bailey,0.0,14,0,8.2,327,23,117,False,82.6,307,23,360,,None,45,0,0,None,0,,220037.jpg,0.8,0,10,Peacock-Farrell,0.2,False,None,a,5,90,0.0,380,33,3,0,0,0,0,0.0,0.7,Peacock-Farrell,0
5,8,493,None,None,11,433154,2,,0,0,0,0,790.3,18,14,4,,0,3,1.6,None,0,Dwight,0.0,50,2,166.3,52,30,118,False,591.8,69,23,3068,,None,60,0,0,None,0,,433154.jpg,3.1,0,0,McNeil,0.3,False,None,a,5,90,277.0,128,78,113,0,0,0,0,0.0,18.8,McNeil,1
0,0,0,None,None,0,432830,None,,0,0,0,0,0.0,397,154,None,,0,2,1.2,None,0,Nathan,0.0,0,0,0.0,406,154,451,False,0.0,406,154,0,,None,45,0,0,None,0,,432830.jpg,0.0,0,0,Collins,0.0,False,None,a,5,90,0.0,393,153,0,0,0,0,0,0.0,0.0,Collins,0
2,12,518,None,None,13,41328,None,,0,0,0,0,413.3,72,14,None,,0,2,3.4,None,0,César,0.0,20,1,107.9,112,21,119,False,502.2,113,41,2187,,None,60,0,0,None,0,,41328.jpg,4.3,1,0,Azpilicueta,3.4,False,None,a,6,8,164.0,180,45,113,0,0,0,0,0.0,18.8,Azpilicueta,5
0,6,139,None,None,4,44346,None,,0,0,0,0,112.0,208,32,None,,0,4,2.5,None,0,Olivier,0.0,5,4,67.2,203,32,120,False,161.4,267,31,740,,None,65,0,0,4,0,,44346.jpg,2.8,0,0,Giroud,0.5,False,None,a,6,8,403.0,83,32,47,0,0,0,0,0.0,7.2,Giroud,1
0,10,481,None,None,10,51090,None,,0,0,0,0,84.9,239,66,None,,0,2,3.0,None,0,Thiago,0.0,25,2,84.5,165,41,121,False,537.8,95,33,1935,,None,55,0,0,None,0,,51090.jpg,4.0,1,0,Thiago,2.9,False,None,a,6,8,223.0,146,27,92,0,0,0,0,0.0,16.7,Thiago Silva,3
1,5,225,None,None,5,82263,6,,0,0,0,0,204.1,155,30,2,,0,2,3.0,None,0,Marcos,0.0,13,2,75.6,183,54,122,False,224.2,230,85,958,,None,55,0,0,None,0,,82263.jpg,4.4,0,0,Alonso,1.6,False,None,a,6,8,328.0,105,12,57,0,0,0,0,0.0,10.4,Alonso,2
2,15,485,None,None,14,85955,None,,0,0,0,0,383.5,82,56,None,,0,3,2.6,None,0,Jorge Luiz,0.0,17,7,114.9,100,58,123,False,588.8,70,24,2006,,None,60,0,2,1,0,,85955.jpg,4.1,0,0,Frello Filho,1.3,False,None,a,6,8,175.0,172,93,114,0,0,0,0,0.0,19.0,Jorginho,2
2,4,286,None,None,8,88894,None,,0,0,0,0,579.3,42,30,None,,0,3,2.3,None,0,Ross,0.0,24,3,128.6,83,49,124,False,274.2,210,90,1566,,None,55,0,0,None,0,,88894.jpg,2.9,0,0,Barkley,0.2,False,None,a,6,8,431.0,77,45,76,0,0,0,0,0.0,13.8,Barkley,0
1,0,332,None,None,9,91651,None,,0,0,0,0,384.8,81,55,None,,0,3,1.9,None,0,Mateo,0.0,26,0,87.0,156,88,125,False,332.4,188,79,1809,,None,50,0,0,None,0,,91651.jpg,2.0,0,0,Kovacic,0.2,False,None,a,6,8,153.0,191,103,54,0,0,0,0,0.0,10.8,Kovacic,4
2,2,113,None,None,2,94245,None,,0,0,0,0,113.5,205,31,None,,0,4,2.0,None,0,Michy,0.0,15,2,45.5,246,35,126,False,132.8,279,34,717,,None,55,0,0,None,0,,94245.jpg,2.3,0,0,Batshuayi,0.2,False,None,a,6,8,210.0,155,37,41,0,0,0,0,0.0,7.5,Batshuayi,0
0,9,429,None,None,11,102380,None,,0,0,0,0,83.8,241,68,None,,0,2,3.0,None,0,Antonio,0.0,10,1,65.4,205,64,127,False,368.6,172,64,1710,,None,55,1,0,None,0,,102380.jpg,4.9,0,0,Rüdiger,8.1,False,None,a,6,8,201.0,158,34,93,0,0,0,0,0.0,16.9,Rüdiger,0
0,6,481,None,None,9,103192,None,,0,0,0,0,72.6,254,77,None,,0,2,3.0,None,0,Kurt,0.0,25,5,99.0,131,29,128,False,577.8,77,26,2027,,None,55,0,0,None,0,,103192.jpg,4.5,0,0,Zouma,2.0,False,None,a,6,8,339.0,101,11,108,0,0,0,0,0.0,19.6,Zouma,3
0,5,117,None,None,2,109745,None,,0,0,0,0,0.0,416,42,None,,0,1,3.0,None,0,Kepa,0.0,8,0,11.3,320,22,129,False,113.6,288,22,585,,None,50,0,0,None,0,,109745.jpg,3.7,0,16,Arrizabalaga,0.4,False,None,a,6,8,0.0,411,38,26,0,0,0,0,0.0,5.2,Arrizabalaga,1
2,0,375,None,None,10,116594,None,,0,0,0,0,347.3,98,62,None,,0,3,1.9,None,0,N'Golo,0.0,24,0,89.7,148,82,130,False,449.0,144,57,2140,,None,50,0,0,None,0,,116594.jpg,2.1,0,0,Kanté,3.7,False,None,a,6,8,96.0,231,121,62,0,0,0,0,0.0,12.4,Kanté,7
3,8,239,None,None,10,124183,4,,0,0,0,0,485.6,57,40,6,,0,3,3.0,None,0,Hakim,0.0,7,2,112.8,105,60,131,False,274.8,208,89,1164,,None,75,0,0,None,0,,124183.jpg,3.0,0,0,Ziyech,0.5,False,None,a,6,8,369.0,92,54,70,0,0,0,0,0.0,9.3,Ziyech,3
0,0,178,None,None,11,126187,None,,0,0,0,0,274.0,123,80,None,,0,3,2.3,None,0,Ruben,0.0,22,1,91.4,144,79,132,False,201.6,237,105,1962,,None,55,0,0,None,0,,126187.jpg,2.1,0,0,Loftus-Cheek,0.1,False,None,a,6,8,439.0,76,44,66,0,0,0,0,0.0,12.0,Loftus-Cheek,3
0,9,323,None,None,8,135363,None,,0,0,0,0,80.9,243,70,None,,0,2,2.7,None,0,Andreas,0.0,17,0,40.9,259,86,133,False,293.4,198,72,1371,,None,50,0,0,None,0,,135363.jpg,3.6,1,0,Christensen,1.0,False,None,a,6,8,34.0,285,103,61,0,0,0,0,0.0,12.2,Christensen,2
12,7,394,None,None,13,165153,None,,0,0,0,0,532.4,49,4,None,,0,4,3.3,None,0,Timo,0.0,29,6,232.5,19,7,134,False,514.8,108,15,2598,,None,90,0,0,3,0,,165153.jpg,3.7,0,0,Werner,7.0,False,None,a,6,8,1276.0,10,7,128,0,0,0,0,0.0,14.2,Werner,2
6,11,549,None,None,12,172850,3,,0,0,0,0,535.8,47,10,None,,0,2,3.4,None,0,Benjamin,0.0,23,3,148.5,68,9,135,False,545.0,90,32,2286,,None,60,0,0,None,0,,172850.jpg,5.1,0,0,Chilwell,13.8,False,None,a,6,8,408.0,82,4,139,0,0,0,0,0.0,23.2,Chilwell,3
2,8,224,None,None,5,173879,None,,0,0,0,0,121.6,199,30,None,,0,4,2.5,None,0,Tammy,0.0,12,6,86.6,160,30,136,False,277.2,206,27,1031,,None,65,0,0,None,0,,173879.jpg,3.1,0,0,Abraham,0.8,False,None,a,6,8,483.0,64,28,69,0,0,0,0,0.0,10.6,Abraham,0
3,3,264,None,None,7,176413,None,,0,0,0,0,378.8,84,57,None,,0,3,3.2,None,0,Christian,0.0,21,4,146.2,70,42,137,False,361.4,177,73,1731,,None,80,0,0,None,0,,176413.jpg,3.0,0,0,Pulisic,1.2,False,None,a,6,8,724.0,43,23,82,0,0,0,0,0.0,10.2,Pulisic,2
7,16,599,None,None,14,184341,1,,0,0,0,0,1336.9,2,2,1,,0,3,3.0,None,0,Mason,0.0,32,6,306.3,7,5,138,False,770.4,25,9,2887,,None,75,0,0,2,0,,184341.jpg,4.1,0,0,Mount,20.8,False,None,a,6,8,954.0,22,9,147,0,0,0,0,0.0,19.6,Mount,2
0,4,341,None,None,2,199598,None,,0,0,0,0,189.6,164,34,None,,0,2,2.2,None,0,Ethan,0.0,41,0,70.1,196,60,139,False,458.0,140,52,2087,,None,45,1,0,None,0,,199598.jpg,1.8,0,0,Ampadu,0.2,False,None,a,6,8,51.0,274,95,44,0,0,0,0,0.0,9.8,Ampadu,3
